NúmeroDispensa;ModalidadeDispensa;ProcessoDispensa;AberturaDispensa;ObjetoDispensa;Base LegalDispensa;SituaçãoDispensa;ValorDispensa
100138/2018;Dispensa;002540/2018;24/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da conscientizacao de seus direitos, fortalecendo a qualidade de vida familiar. Os eventos serao realizados no CRAS, nos dias 28-05 e 08-08-2018, de 8 as 15 horas, com intervalo para almoco de 60 minutos, com publico estimado em 100 pessoas por evento. Joenis de Oliveira Gomes (Barbeiro).;Dispensa, Artigo 24, Inciso V;Concluida;240
100137/2018;Dispensa;002540/2018;24/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da conscientizacao de seus direitos, fortalecendo a qualidade de vida familiar. Os eventos serao realizados no CRAS, nos dias 28-05 e 08-08-2018, de 8 as 15 horas, com intervalo para almoco de 60 minutos, com publico estimado em 100 pessoas por evento. Ilaria Raquel Soares da Silva (Pofissional de estetica corporal - massagem).;Dispensa, Artigo 24, Inciso V;Concluida;800
100136/2018;Dispensa;002540/2018;24/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da conscientizacao de seus direitos, fortalecendo a qualidade de vida familiar. Os eventos serao realizados no CRAS, nos dias 28-05 e 08-08-2018, de 8 as 15 horas, com intervalo para almoco de 60 minutos, com publico estimado em 100 pessoas por evento. Pricila Azevedo da Silva (Cabeleleira - corte e escova);Dispensa, Artigo 24, Inciso V;Concluida;240
100135/2018;Dispensa;002540/2018;24/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da conscientizacao de seus direitos, fortalecendo a qualidade de vida familiar. Os eventos serao realizados no CRAS, nos dias 28-05 e 08-08-2018, de 8 as 15 horas, com intervalo para almoco de 60 minutos, com publico estimado em 100 pessoas por evento. Elizangela Rodrigues de Souza (Cabeleireira - corte e escova).;Dispensa, Artigo 24, Inciso V;Concluida;240
100134/2018;Dispensa;002540/2018;24/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da conscientizacao de seus direitos, fortalecendo a qualidade de vida familiar. Os eventos serao realizados no CRAS, nos dias 28-05 e 08-08-2018, de 8 as 15 horas, com intervalo para almoco de 60 minutos, com publico estimado em 100 pessoas por evento. Maria Aparecida Fontoura Louvem 07626913795 (Maquiador para curso de maquiagem).;Dispensa, Artigo 24, Inciso V;Concluida;2100
100133/2018;Dispensa;002540/2018;24/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da conscientizacao de seus direitos, fortalecendo a qualidade de vida familiar. Os eventos serao realizados no CRAS, nos dias 28-05 e 08-08-2018, de 8 as 15 horas, com intervalo para almoco de 60 minutos, com publico estimado em 100 pessoas por evento. Rayana Caldeira Peres 13658575735 (Profissional de estetica facial/ limpeza de pele).;Dispensa, Artigo 24, Inciso V;Concluida;840
100132/2018;Dispensa;002815/2018;29/05/2018;Aquisicao de pneus para o veiculo Toyota Corolla XEI 2.0 Flex Ano/Modelo 2017/18, placa PPO-0072 pertencente ao Gabinete do Prefeito, tendo em vista que os pneus de fabrica que acompanharam o veiculo estao extremamente desgastados devido ao seu grande uso.;Dispensa, Artigo 24, Inciso II;Concluida;1600
100131/2018;Dispensa;002602/2018;24/05/2018;Contratacao de empresa para prestacao de servico de revisao de 30.000 km com troca de pecas, no veiculo Renault Logan 1.6, ano 2018, placa PPP-8611, pertencente ao Fundo Municipal de Saude.;Dispensa, Artigo 24, Inciso XVII;Concluida;1164,41
100130/2018;Dispensa;002603/2018;24/05/2018;Contratacao de empresa para prestacao de servico de revisao de 30.000 km com troca de pecas, no veiculo Renault Logan 1.6, ano 2018, placa PPP-8610, pertencente ao Fundo Municipal de Saude.;Dispensa, Artigo 24, Inciso XVII;Concluida;1164,41
100125/2018;Dispensa;002577/2018;22/05/2018;Contratacao de empresa para prestacao de servico de revisao de 30.000 km com troca de pecas, no veiculo Renault Sandero, ano 2017, placa PPL-4127, pertencente ao Fundo Municipal de Saude.;Dispensa, Artigo 24, Inciso XVII;Concluida;1164,41
100124/2018;Dispensa;002644/2018;24/05/2018;Contratacao de empresa para prestacao de servico de revisao de 40.000 km com troca de pecas, no veiculo Toyota Corolla XEI 2.0 Flex, ano 2017, placa PPO-0072, pertencente ao Gabinete do Prefeito.;Dispensa, Artigo 24, Inciso XVII;Concluida;1716,54
100121/2017;Dispensa;003996/2017;20/09/2017;Aquisicao de materiais para confeccao de prateleiras para acomodacao e organizacao do estoque do Setor de Almoxarifado, considerando ampliacao do setor.;Dispensa, Artigo 24, Inciso II;Concluida;3874,05
100112/2018;Dispensa;002549/2018;22/05/2018;Contratacao de empresa para prestacao de servicos de seguro no veiculo Ford Ka SE que foi repassado a esta Secretaria, pelo governo do Estado, conforme Termo de Cooperacao Tecnica n°019/2018 firmado entre o Governo do Espirito Santo por meio da Secretaria de Estado de Trabalho, Assistencia e Desenvolvimento Social (SETADES) e o Municipio de Jeronimo Monteiro, atraves de execucao do convenio Federal n°817310-2015. Vale ressaltar que foi realizado o pregao presencial n°24/2018, estandop este em fase de homologacao no Gabinete do Prefeito, porem, o mencionado veiculo nao fora inserido na licitacao.;Dispensa, Artigo 24, Inciso II;Concluida;1881,58
100111/2018;Dispensa;001628/2018;11/05/2018;Contratacao de empresa para prestacao de servico de revisao de 40.000 km com troca de pecas, no veiculo Spin 1.8 LTZ, ano-modelo 2017-18, placa PPL-4129, pertencente ao Fundo Municipal de Saude.;Dispensa, Artigo 24, Inciso II;Concluida;1060
100110/2018;Dispensa;001627/2018;11/05/2018;Contratacao de empresa para prestacao de servico de revisao de 40.000 km com troca de pecas, no veiculo Spin 1.8 LTZ, ano-modelo 2017-18, placa PPL-4128 pertencente ao Fundo Municipal de Saude.;Dispensa, Artigo 24, Inciso II;Concluida;1060
100108/2018;Dispensa;002556/2018;28/05/2018;Aquisicao de pneus para os veiculos Chevrolet Spin placa PPL-4128 e PPL-4129 pertencentes a esta Secretaria, tendo em vista que os pneus de fabrica que acompanharam os veiculos estao extremamente desgastados devido ao seu grande uso, tendo em vista a grande demanda que os veiculos atendem diariamente no transporte de pacientes.;Dispensa, Artigo 24, Inciso II;Concluida;3200
100108/2018;Inexigibilidade;001925/2018;28/05/2018;Show musical e artistico com a dupla Maria Cecilia e Rodolfo a ser realizado no dia 01-06 (sexta-feira) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;Inixigibilidadae, Artigo 25, Inciso III;Concluida;80000
100107/2018;Dispensa;002000/2018;16/05/2018;Hospedagem com pernoite para os artistas e demais integrantes de sua equipe em geral, em virtude da realizacao da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de exposicoes Lourival Lougon Moulin.;Dispensa, Artigo 24, Inciso II;Concluida;5195,4
100107/2018;Inexigibilidade;001924/2018;28/05/2018;Show musical e artistico com a dupla Edson e Hudson a ser realizado no dia 31-05 (quinta-feira) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;Inixigibilidadae, Artigo 25, Inciso III;Concluida;102000
100106/2018;Inexigibilidade;002451/2018;25/05/2018;Show musical e artistico com a dupla Donato e Eduardo a ser realizado no dia 03-06 (domingo) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;Inixigibilidadae, Artigo 25, Inciso III;Concluida;15000
100105/2018;Inexigibilidade;002473/2018;22/05/2018;Show musical e artistico com a dupla Marcos e Willian a ser realizado no dia 31-05 (quinta-feira) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;Inixigibilidadae, Artigo 25, Inciso III;Concluida;2300
100104/2018;Inexigibilidade;002452/2018;22/05/2018;Show musical e artistico com a banda Fator RG7 a ser realizado no dia 02-06 (sabado) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;Inixigibilidadae, Artigo 25, Inciso III;Concluida;14000
100104/2018;Compra Direta;003734/2018;31/07/2018;Adesao a Ata de Registro de Precos n°17-2017,  referente ao Pregao n°09-2017 da Prefeitura Municipal de Anchieta - ES, objetivando a contratacao de empresa especializada em solucao continuada de impressao, copia e digitalizacao em impressora multifuncional laser colorida, compreendendo a cessao de direito de uso de equipamentos, incluindo a prestacao de servicos de manutencao preventiva e corretiva, substituicao de pecas e consumiveis necessarios (exceto papel).;Dispensa, Artigo 24, Inciso II;Concluida;14324,4
100103/2018;Inexigibilidade;002519/2018;22/05/2018;Show musical e artistico com a banda Comodors a ser realizado no dia 01-06 (sexta-feira) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;Inixigibilidadae, Artigo 25, Inciso III;Concluida;3500
100103/2018;Dispensa;001982/2018;22/05/2018;Contratacao de empresa especializada na prestacao de servicos de Buffet para atendimento as solicitacoes de camarins da dupla Maria Cecilia e Rodolfo e Edson e Hudson e bandas regionais a se apresentarem na XXV Expoagro de Jeronimo Monteiro, que ira acontecer de 31-05 a 03-06 no parque de exposicoes Lourival Lougon Moulin.;Dispensa, Artigo 24, Inciso II;Concluida;6204,03
100103/2018;Compra Direta;000872/2018;06/07/2018;Contratacao de empresa especializada para a prestacao de servicos de guincho e prancha truck para remocao dos veiculos e maquinas pertencentes a esta Prefeitura para o parque de exposicoes Lourival Lougon Moulin, considerando os preparativos para realizacao de Leilao n°001-2018.;Dispensa, Artigo 24, Inciso II;Concluida;6156
100102/2018;Dispensa;002610/2018;22/05/2018;Contratacao de empresa para prestacao de servicos de manutencao e instalacao de rede eletrica em virtude da realizacao da XXV Expoagro de Jeronimo Monteiro, a ser realizada no Parque de Exposicoes Lourival Lougon Moulin entre os dias 31-05 a 03-06. Vale ressaltar que a contratada devera estar de prontidao 24 horas por dia durante todo os dias de realizacao do evento, devendo atender a eventuais problemas eletricos.;Dispensa, Artigo 24, Inciso II;Concluida;3100
100102/2018;Inexigibilidade;002535/2018;22/05/2018;Show musical com a dupla Leandro e Celso Lee a ser realizado no dia 02-06 (sabado) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;Inixigibilidadae, Artigo 25, Inciso III;Concluida;5000
100102/2018;Compra Direta;002654/2018;08/06/2018;Contratacao de empresa para prestacao de servicos, sendo troca de baterias e resolda de placas de nobreaks, para instalacao nos Setores de Compras, Contratos e Licitacoes desta Prefeitura Municipal.;Dispensa, Artigo 24, Inciso II;Concluida;854
100099/2018;Dispensa;002304/2018;16/05/2018;Contratacao de empresa especializada na locacao de tendas, a serem utilizadas nos eventos promovidos pelo Municipio, sendo eles a XXV Expoagro que acontecera entre os dias 31-05 a 03-06 e a Festa das Escolas Municipais.;Dispensa, Artigo 24, Inciso II;Concluida;6210
100095/2018;Inexigibilidade;001891/2018;23/04/2018;Contratacao de empresa para aquisicao de Biblioteca digital, contendo legislacao, doutrina, jurisprudencia e outras informacoes juridicas para consulta online, para as atividades da Procuradoria deste Municipio.;Inixigibilidadae, Artigo 25, Inciso I;Concluida;1800
100094/2018;Dispensa;001207/2018;02/05/2018;Contratacao de empresa para executar as obras de reforma do predio que abrigava a Equipe de Saude da Familia Modulo III, localizado no Bairro Parana, a rua Eva Lannes Moreira, S-N, neste Municipio, de prorpiedade de Irene Julia da Conceicao Cabral.;Dispensa, Artigo 24, Inciso I;Concluida;12227,01
100093/2018;Compra Direta;000724/2018;02/05/2018;Contratacao de empresa - profissional para elaboracao de projetos eletricos para algumas areas dentro do Municipio de Jeronimo Monteiro - ES.;Dispensa, Artigo 24, Inciso I;Concluida;14000
100091/2018;Compra Direta;000878/2018;24/04/2018;Aquisicao de Servidor, atraves de adesao da Ata de Registro de Precos do Pregao Eletronico n° 34-2017, gerenciada pelo Comando da 3ª Divisao de Exercito  - CMDO 3ª DE, para substituicao imediata ao antigo servidor, visto defasagem do mesmo.;artigo 24, inciso II;Concluida;29000
100090/2018;Compra Direta;000666/2018;20/04/2018;Aquisicao de caminhao  toco 4x2 equipado com cacamba basculante, atraves de adesao da Ata de Registro de Precos 023-2017, gerenciada pela Secretaria de Estado da Agricultura, Abastecimento, Aquicultura e Pesca, para utilizacao na Secretaria Municipal de Dsenvolvimento Rural Sustentavel.;artigo 24, inciso II;Concluida;358300
100089/2018;Compra Direta;000917/2018;20/04/2018;Aquisicao de Condicionadores de ar, atraves de adesao da Ata de Registro de Precos do Pregao Eletronico n° 10/2017 DL/DA/PROAD/UFES, gerenciada pela Universidade Federal do Espirito Santo, para instalacao imediata na Secretaria solicitante, por virtude do mesmo ter sido fracassado no pregao 77-2017.;artigo 24, inciso II;Concluida;6480
100088/2018;Compra Direta;001212/2018;19/04/2018;Contratacao de empresa para manutencao das impressoras HP M521 e HP 1102 que se encontram no Setor de Regulacao da Secretaria Municipal de Saude.;Dispensa, Artigo 24, Inciso II;Concluida;320
100088/2018;Dispensa;001742/2018;02/05/2018;Contratacao de empresa especializada para a prestacao de servico de renovacao dos certificados de vistoria do DERTES com emissao de laudo, tendo em vista a obrigatoriedade dos  veiculos do transporte escolar possuirem o referido certificado, e serem vistoriados por um engenheiro mecanico cadastrado no DER-ES para regulamentacao.;Dispensa, Artigo 24, Inciso II;Concluida;3897,08
100087/2018;Compra Direta;000746/2018;13/04/2018;Aquisicao de alimentacao tipo marmitex a ser fornecida aos servidores desta Municipalidade durante atividades diferenciadas, como por exemplo, acoes educativas, preventivas, multiroes, campanhas, entre outras, por periodo de 12 meses.;Dispensa, Artigo 24, Inciso II;Concluida;3840
100086/2018;Compra Direta;001255/2018;11/04/2018;Contratacao de servicos de escavadeira hidraulica, atraves de adesao a Ata de Registro de Precos n° 27-2017, gerenciada pela Prefeitura Municipal de Caiana  MG, para ser utlizado pela Secretaria de Desenvolvimento Rural Sustentavel , no atendimento dos produtores rurais do municipio.;Dispensa, Artigo 24, Inciso II;Concluida;20670
100083/2018;Dispensa;001923/2018;06/04/2018;Aquisicao de compressa de gaze hidrofila para atender as necessidades da Secretaria Municipal de Saude por periodo estimado de 12 meses.;artigo 24, inciso II;Concluida;2700
100075/2018;Dispensa;001647/2018;28/03/2018;Aquisicao de materiais, incluindo instalacao dos mesmos, sendo camaras de purificacao, valvulas, eletrobombas, para substituicao nos bebedores e purificadores de agua das escolas de educacao infantil e fundamental, bem como da Secretaria de Educacao deste muninipio.;Dispensa, Artigo 24, Inciso II;Concluida;7755
100066/2018;Dispensa;000997/2018;22/03/2018;Aquisicao de servico para conserto de pneus de veiculos pesados, considerando necessidade de reparos frente a grande rodagem da frota municipal.;artigo 24, inciso II;Concluida;3300
100060/2018;Dispensa;001151/2018;04/05/2018;Contratacao de empresa para aquisicao de rede de protecao, incluindo instalacao, em rampa de acessibilidade do - CMEI Diva Saviatto Duarte, escola de educacao infantil deste Municipio.;Dispensa, Artigo 24, Inciso II;Concluida;1493,13
100053/2018;Dispensa;001200/2018;28/03/2018;Contratacao de empresa para confeccao de impressos destinados a utlilizacao nas campanhas de  Hanseniase, verminoses e Tracoma realizadas no primeiro semestre deste exercicio em todo o Pais.;Dispensa, Artigo 24, Inciso II;Concluida;370
100050/2018;Dispensa;001034/2018;13/03/2018;Aquisicao de medicamentos para cumprimento da Decisao Judicial do processo de n° 0000389-06.2017.8.08.0029, ajuizada pela Senhora Edelvira Salles Barbosa Moreira em face do Estado do Espirito Santo e do Municipio de Jeronimo Monteiro.;artigo 24, inciso II;Concluida;789,6
100037/2018;Dispensa;000479/2018;09/03/2018;Contratacao de empressa para emissao de certificado digital e- cpf a3 para ser utilizado pela Contadora Geral do Municipio, Cleidiane da Silva Pires e pelo Procurador Municipal, Kleber Gaspar Filgueiras.;Dispensa, Artigo 24, Inciso II;Concluida;720
100030/2018;Dispensa;000651/2018;23/02/2018;Contratacao de empresa para prestacao de servico de revisao de 30.000 km  com troca de pecas, nos veiculos Chevrolet Spin 1.8 de placa PPL-4129, ano 2017/2018, pertencentes a Secretaria Municipal de Saude.  Informo que a empresa CVC nao possui Carta de Exclusividade, uma vez que na regiao sul do Espirito Santo a CVC de Cachoeiro de Itapemirim e de Guacui pertecem ao mesmo proprietario.;Dispensa, Artigo 24, Inciso XVII;Concluida;1265
100029/2018;Dispensa;000612/2018;08/02/2018;Aquisicao de bobinas termicas para relogio de ponto para atender os pontos eletronicos dos estabelecimentos vinculados a Secretaria Municipal de Saude deste Municipio para o decorrer do ano de  2018;Dispensa, Artigo 24, Inciso II;Concluida;396
100025/2018;Inexigibilidade;000401/2018;07/02/2018;"Contratacao de show musical com a Banda""Gang Brasil"" para apresentacao no dia 10-02, considerando as festividades de carnaval a serem realizadas no Municipio, entre os dias 10-02 a 13-02.";Inixigibilidadae, Artigo 25, Inciso III;Concluida;8000
100024/2018;Inexigibilidade;000406/2018;07/02/2018;"Contratacao de show musical com a banda ""Beijo com Mel""  para apresentacao no dia 11-02, considerando as festividades de carnaval a serem realizadas no Municipio, entre os dias 10-02 a 13-02.";Inixigibilidadae, Artigo 25, Inciso III;Concluida;7500
100023/2018;Inexigibilidade;000332/2018;07/02/2018;"Contratacao de show matine com a banda ""Jero Samba"" para apresentacoes nos dias 11-02 e 13-02, considerando as festividades de carnaval a serem realizadas no Municipio, entre os dias 10-02 a 13-02 e considerando o interesse desta Municipalidade em introduzir as criancas na mais tradicional festa popular Brasileira, para que as mesmas tenham a oportunidade de participarem com a familia e ambos aproveitarem o melhor da folia com bastante animacao.";Inixigibilidadae, Artigo 25, Inciso III;Concluida;1600
100022/2018;Inexigibilidade;000406/2018;07/02/2018;"Contratacao de show musical com o cantor ""Carlos Magalhaes e Banda"" para apresentacao no dia 12-02, considerando as festividades de carnaval a serem realizadas no Municipio, entre os dias 10-02 a 13-02.";Inixigibilidadae, Artigo 25, Inciso III;Concluida;7500
100021/2018;Inexigibilidade;000407/2018;07/02/2018;"Contratacao de show musical com o grupo ""Garotos Tradicao"" para apresentacao no dia 13-02, considerando as festividades de carnaval a serem realizadas no Municipio, entre os dias 10-02 a 13-02.";Inixigibilidadae, Artigo 25, Inciso III;Concluida;12000
000141/2018;Dispensa;000917/2018;15/03/2018;Aquisicao de Condicionadores de ar, atraves de adesao da Ata de Registro de Precos do Pregao Eletronico n° 10/2017 DL/DA/PROAD/UFES, gerenciada pela Universidade Federal do Espirito Santo, para instalacao imediata na Secretaria solicitante, por virtude do mesmo ter sido fracassado no pregao 77-2017.;artigo 24, inciso II;Concluida;6480
000103/2018;Dispensa;002655/2018;07/06/2018;Contratacao de empresa para prestacao de servico de revisao com troca de pecas, na retroescavadeira JCB 3 CX 4x4 T CF, pertencente a Secretaria Municipal de Desenvolvimento Rural Sustentavel.;Dispensa, Artigo 24, Inciso XVII;Concluida;3335,17
000050/2018;Dispensa;001490/2018;06/04/2018;Pagamento de inscricao do Municipio de Jeronimo Monteiro para que seus produtores possam estar expondo seus produtos como, comidas tipicas, produtos agricolas em geral e artesanatos em geral na Exposul Rural 2018 que acontece de 11 a 15 de abril no parque de exposicoes Carlos Caiado Barbosa, Cachoeiro de Itapemirim -ES. O evento tem uma expectativa de 70.000 visitantes durante os dias de exposicao e tem como publico alvo empresas, criadores, pecuaristas, produtores rurais, estudantes e familias.;Dispensa, Artigo 24, Inciso II;Concluida;3500
000048/2018;Dispensa;000954/2018;02/04/2018;Contratacao de empresa para prestacao de servico de revisao de 20.000 Km com troca de pecas no veiculo Renault Sandero 1.6,  ano 2017, pertencente ao Fundo Municipal de Saude.;Dispensa, Artigo 24, Inciso XVII;Concluida;1212,83
000047/2018;Dispensa;001552/2018;28/05/2018;Prestacao de servico de revisao com troca de pecas na Motoniveladora RG 140, chassi HBZN0140JFAF05254, pertencente a Secretaria Municipal de Desenvolvimento Rural Sustentavel.;Dispensa, Artigo 24, Inciso XVII;Concluida;4511,62
000046/2018;Compra Direta;000746/2018;05/04/2018;Aquisicao de alimentacao tipo marmitex a ser fornecida aos servidores desta Municipalidade durante atividades diferenciadas, como por exemplo, acoes educativas, preventivas, multiroes, campanhas, entre outras, por periodo de 12 meses.;Dispensa, Artigo 24, Inciso II;Concluida;3840
000045/2018;Dispensa;000869/2018;21/03/2018;Pagamento referente a anuidade referente ao ano de 2018, tendo em vista que este Municipio e filiado a Uniao Nacional dos Dirigentes de Educacao no Espirito Santo, UNDIME.;Dispensa, Artigo 24, Inciso II;Concluida;1281
000045/2018;Compra Direta;001731/2018;04/04/2018;Aquisicao de Leite NAN PRO 1 para atender as necessidades da recem-nascida Sophia Gabrielly Pascoal de Sena que se encontra em abrigamento  provisorio na Casa de Passagem desta Municipalidade;Dispensa, Artigo 24, Inciso II;Concluida;1074
000044/2018;Dispensa;001367/2018;21/03/2018;Aquisicao de lamina e rolo de nylon para substituicao nas rocadeiras da Secretaria solicitante, visto que o equipamento e utilizado para limpeza de margens das estradas vicinais, gramados e manutencao de vias publicas, entre outros, e devido ao periodo chuvoso a troca de tais itens se tornam mais constantes.;artigo 24, inciso II;Concluida;690
000042/2018;Dispensa;003703/2017;15/03/2018;Contratacao de empresa especializada para o fornecimento de passagens aereas para atender as necessidades das Secretarias Municipais e Gabinete do Prefeito.  A empresa contratada devera aplicar o percentual de desconto de 10 POR CENTO no valor da taxa administrativa de cada bilhete.;Dispensa, Artigo 24, Inciso V;Concluida;28000
000041/2018;Dispensa;000703/2018;12/03/2018;Contratacao de empresa para realizacao de servicos de reparos na pavimentacao das ruas Eva Lanes Moreira, Benedito Rodrigues da Silva, Antonio Hernestino Pereira, Rossini Lugon Moulin, Jeronimo Moreira, Nossa Senhora Aparecida, Nestor Ramos, Ladeira da Igualdade, Nalziro Neves Bizarelli, Joaquim Goncalves Alves, Sebastiana Ribeiro Vargas, Sao Vicente de Paula e Antonio Firmino de Oliveira em virtude das fortes chuvas que atingiram o Municipio no dia 08-02 e com base no Decreto de situacao de emergencia n°5.654/2018 publicado no Diario Oficial do Municipio no dia 20-02.;Dispensa, Artigo 24, Inciso IV;Concluida;68778,34
000041/2018;Compra Direta;000798/2018;16/03/2018;Aquisicao de compressor rotativo para subistituicao em aparelho de ar condicionado split 12.000 BTU´s pertencente a esta Secretaria, tendo em vista que o aparelho apresentou problemas, onde foi constatado a necessidade da troca do compressor.;Dispensa, Artigo 24, Inciso II;Concluida;610
000040/2018;Dispensa;001280/2018;09/03/2018;Contratacao de empresa para prestacao de servico de revisao de 30.000 Km com troca de pecas no veiculo Toyota Corolla XEI, ano 2017, pertencente ao Gabinete do Prefeito.;Dispensa, Artigo 24, Inciso XVII;Concluida;863
000040/2018;Compra Direta;000784/2018;15/03/2018;Contratacao de empresa para prestacao de servico de afericao em tacografos de veiculos da Secretaria Muncipal de Educacao, destinados ao transporte escolar. Tal solicitacao se faz, considerando que a afericao tem validade de dois anos, estando prestes a vencer, impossibilitando assim a renovacao da frota junto aos orgaos de fiscalizacao DETRAN-ES e DER-ES.;Dispensa, Artigo 24, Inciso II;Concluida;540
000038/2018;Compra Direta;006114/2017;09/03/2018;Aquisicao de laminas melaminicas quadriculadas para substituicao nas salas de aulas das escolas EMEF Andre Altoe, EMEF Nicolau Borges e CMEI Diva Saviatto Duarte, visto que as atuais se encontram danificadas, podendo vir a atrapalhar o processo ensino/aprendizagem da rede municipal de ensino.;Dispensa, Artigo 24, Inciso II;Concluida;4510
000037/2018;Dispensa;001043/2018;07/03/2018;Contratacao de locacao de separador de publico (grade) para a expoagro desta cidade que sera nos dias 31 de maio a 03 de Junho e a corrida da laranja que sera realizada no mes de Julho;Dispensa, Artigo 24, Inciso II;Concluida;6000
000035/2018;Dispensa;005723/2017;08/03/2018;Contratacao de empresa para prestacao de servico de cronometragem para 450 atletas (chips descartaveis, numero de peito e relogio de portico) durante o evento a ser realizado no dia 29 de Julho de 2018, sendo, 4ª Corrida da Laranja de Jeromimo Monteiro. Informamos ainda que o evento ja se encontra inscrito no calendario oficial da FECAT( Federacao Capixaba de Atletismo).;Dispensa, Artigo 24, Inciso II;Concluida;3900
000032/2018;Dispensa;000791/2018;19/02/2018;Aquisicao de passagens aereas com destino a Brasilia-DF para 2 servidores deste Municipio, sendo eles, Ednilson de Aguiar Fontes Secretario Municipal de Assistencia Social e Alineane Barbosa Nascimento Assistente Social, em virtude da participacao em Evento de Apoio Tecnico - Capacitacao Relativa aos Recursos do Fundo Nacional de Assistencia Social, desenvolvido pelo Ministerio do Desenvolvimento Social, que acontecera nos dias 14-03 e 15-03.;Dispensa, Artigo 24, Inciso II;Concluida;3128,42
000031/2018;Dispensa;000715/2018;19/02/2018;Aquisicao de passagens aereas para o Prefeito Municipal e Secretario Municipal de Fazenda com destino a Brasilia-DF, para participacao no Simposio de Divulgacao do Sistema de Fiscalizacao do ISS - DPI, que sera realizado no dia 21-02 das 08:00 as 18:00 horas, no auditorio da Confederacao Nacional de Municipios - CNM, Brasilia-DF.;Dispensa, Artigo 24, Inciso II;Concluida;3273,56
000030/2018;Dispensa;000715/2018;14/02/2018;Aquisicao de passagens aereas para o Prefeito Municipal e Secretario Municipal de Fazenda com destino a Brasilia-DF, para participacao no Simposio de Divulgacao do Sistema de Fiscalizacao do ISS - DPI, que sera realizado no dia 21-02 das 08:00 as 18:00 horas, no auditorio da Confederacao Nacional de Municipios - CNM, Brasilia-DF.;Dispensa, Artigo 24, Inciso II;Cancelada;2121,28
000022/2018;Dispensa;000552/2018;08/02/2018;Aquisicao de fornecimento estimado de lanches e refrigerantes para atender os Policiais Militares que estarao a servico durante os festejos do carnaval no periodo de 10 a 13 de fevereiro e a XXV Expoagro de Jeronimo Monteiro a ser realizada no periodo de 31/05 a 03/06/2018.      Fiscal de contrato: Ficha Funcional (888) Marineis Machado Jordane Rios                                                                       Fiscal Suplente: Ficha Funcional (2752) Veronica Fonseca.;Dispensa, Artigo 24, Inciso II;Concluida;2492
000021/2018;Dispensa;000333/2018;08/02/2018;Contratacao de empresa para prestacao de servico de revisao de 30.000 km  com troca de pecas, nos veiculos Chevrolet Spin 1.8 de placa PPL-4128, ano 2017/2018, pertencentes a Secretaria Municipal de Saude.;Dispensa, Artigo 24, Inciso XVII;Concluida;1265
000020/2018;Dispensa;000168/2018;06/02/2018;Pagamento de anuidade do CONGEMASES,  pois a mesma representa os Municipios Capixabas juntos as demais esferas do Governo, bem como fortalecer sua representacao nos conselhos, comissoes e colegiados em geral, em todo teritorio nacional.;Dispensa, Artigo 24, Inciso II;Concluida;300
